1582,9,1042912,1290979,1020413
1588,4,1038157,1596,1020415
1591,4,1093995,1291102,1020406
1597,2,1034911,1291106,1020418
1599,10,1196572,1607,1020420
1604,11,1020429,1291109,1020420
1610,9,1196572,1618,1020425
1615,10,1020429,1291112,1020425
1621,6,1200578,1291115,1020429
1633,11,1226540,1291176,1020438
1640,12,1233487,1291182,1020404
1646,10,1233487,1291187,1020443
1660,10,1233487,1291205,1020445
1665,10,1233487,1291210,1020447
1673,10,1233487,1291215,1020449
1681,10,1233487,1291220,1020451
1687,11,1233487,1291241,1020455
1699,11,1233487,1291250,1020458
1706,10,1233487,1291287,1020463
1709,3,1153446,1291290,1020465
1714,5,1021255,1291290,1020465
1719,58,1092451,1291142,1020429
1721,11,1233487,1291295,1020468
1724,41,1171864,1728,1240549
1726,42,1161459,1291266,1240549
1730,53,1174276,1291267,1240549
1733,11,1222591,1291291,1020465
1759,13,1161928,1291381,1020488
1761,36,1171864,1766,1020479
1764,37,1161459,1291344,1020479
1776,7,1057201,1291404,1020502
1792,43,1171864,1796,1020502
1794,44,1161459,1291401,1020502
1816,17,1161928,1291472,1020509
1824,3,1096474,1291507,1020537
1830,4,1021255,1291507,1020537
1838,2,1153477,1291510,1020547
1849,18,1161928,1291540,1020540
1862,16,1043257,1865,1020551
1866,35,1171864,1870,1020530
1868,36,1161459,1291557,1020530
1886,2,1020207,1291573,1240563
1888,4,1207045,1291578,1240564
1903,7,1157181,1291588,1020563
1921,3,1148572,1291609,1020568
1933,5,1187202,1291615,1020576
1944,17,1161928,1291647,1020570
1963,13,1161928,1291717,1020580
1982,39,1051489,1291730,1020565
1998,28,1057201,1291690,1240570
2000,21,1161928,1291752,1020587
2048,17,1161928,1291805,1020617
2050,2,1020634,1291833,1020632
2064,12,1100363,1291839,1020634
2078,18,1161928,1291869,1020641
2093,5,1023678,1291961,1020659
2101,11,1083916,2109,1020591
2108,16,1021579,2111,1020591
2110,18,1112744,2114,1020591
2113,21,1159373,1291900,1020591
2164,109,1083918,1291901,1020591
2192,17,1161928,1292001,1020681
2194,5,1238917,1292031,1240576
2196,9,1238917,1292032,1240576
2198,11,1092451,1292058,1020687
2203,18,1092451,1292057,1020687
2207,30,1092451,1292039,1020687
2209,42,1092451,1292045,1020687
2249,59,1196572,2268,1020687
2257,65,1052792,2269,1020687
2265,66,1020429,1292050,1020687
2277,4,1020722,1292100,1020707
2297,5,1071757,1292121,1020722
2338,14,1092451,1292126,1020728
2344,10,1057201,1292205,1020740
2362,21,1052792,2373,1020728
2371,24,1020420,1292129,1020728
2379,1,1020707,1292212,1240580
2387,7,1020707,1292213,1240580
2394,13,1020707,1292217,1240580
2400,19,1020722,1292218,1240580
2407,26,1020722,1292219,1240580
2412,33,1020722,1292220,1240580
2417,40,1020722,1292221,1240580
2424,47,1020722,1292222,1240580
2440,10,1092451,1292367,1240582
2442,54,1020722,1292223,1240580
2449,4,1097910,1292392,1020746
2454,24,1092451,1292368,1240582
2467,61,1020722,1292224,1240580
2473,50,1092451,1292369,1240582
2476,68,1020707,1292225,1240580
2481,74,1020707,1292226,1240580
2491,80,1020722,1292227,1240580
2498,87,1020722,1292228,1240580
2502,74,1092451,1292370,1240582
2505,94,1020722,1292229,1240580
2516,95,1092451,1292371,1240582
2543,101,1020722,1292230,1240580
2548,109,1092451,1292372,1240582
2552,108,1020722,1292231,1240580
2557,115,1020722,1292232,1240580
2566,129,1092451,1292373,1240582
2570,122,1020722,1292233,1240580
2582,159,1092451,1292374,1240582
2584,129,1020707,1292234,1240580
2598,177,1092451,1292375,1240582
2604,135,1020707,1292235,1240580
2608,141,1020707,1292236,1240580
2612,20,1155805,1292459,1020782
2614,147,1020707,1292237,1240580
2618,2,1192386,1292451,1240585
2626,153,1020707,1292239,1240580
2634,8,1193649,1292458,1240585
2635,159,1020707,1292240,1240580
2639,4,1192394,1292471,1020790
2641,165,1020707,1292241,1240580
2647,171,1020707,1292242,1240580
2651,177,1020707,1292243,1240580
2664,183,1020707,1292244,1240580
2668,189,1020707,1292245,1240580
2672,195,1020707,1292246,1240580
2679,201,1020707,1292247,1240580
2683,207,1020707,1292248,1240580
2687,213,1020707,1292249,1240580
2691,219,1020707,1292250,1240580
2695,225,1020707,1292251,1240580
2699,231,1020707,1292252,1240580
2703,237,1020707,1292253,1240580
2707,243,1020707,1292254,1240580
2717,8,1201721,1292484,1020797
2720,249,1020707,1292255,1240580
2726,13,1201721,2741,1020797
2728,255,1020707,1292256,1240580
2732,261,1020707,1292257,1240580
2736,267,1020707,1292258,1240580
2743,273,1020707,1292259,1240580
2748,279,1020707,1292260,1240580
2754,285,1020707,1292261,1240580
2758,291,1020707,1292263,1240580
2763,297,1020707,1292264,1240580
2767,303,1020707,1292266,1240580
2773,309,1020707,1292267,1240580
2777,315,1020707,1292269,1240580
2781,3,1210673,1292523,1020822
2788,321,1020707,1292270,1240580
2794,327,1020707,1292272,1240580
2798,333,1020707,1292273,1240580
2802,339,1020707,1292274,1240580
2806,345,1020707,1292276,1240580
2810,351,1020707,1292277,1240580
2814,357,1020707,1292279,1240580
2818,363,1020707,1292281,1240580
2822,369,1020707,1292283,1240580
2826,375,1020707,1292284,1240580
2830,381,1020707,1292285,1240580
2834,387,1020707,1292286,1240580
2838,393,1020707,1292287,1240580
2842,399,1020707,1292288,1240580
2846,405,1020707,1292289,1240580
2850,411,1020722,1292290,1240580
2855,418,1020722,1292291,1240580
2893,12,1184140,2896,1020825
2899,7,1097951,1292541,1020845
2905,5,1123633,1292561,1020838
2914,4,1201254,1292588,1020851
2943,56,1155805,1292572,1020838
2969,2,1205629,1292609,1020863
2972,3,1205635,1292611,1020865
2983,33,1156591,1292554,1020832
2999,2,1205638,1292613,1020871
3006,3,1020878,1292615,1020873
3016,6,1158521,3020,1020875
3019,8,1112751,1292617,1020875
3021,5,1211413,3026,1240604
3034,6,1113322,3038,1020887
3037,8,1118975,1292636,1020887
3039,9,1172417,1292643,1020893
3057,19,1199528,1292699,1020904
3066,30,1207045,1292697,1020904
3085,19,1180763,3096,1240615
3107,34,1226559,1292724,1020913
3109,2,1100832,1292747,1020918
3111,72,1130935,3115,1020832
3203,13,1146779,1292807,1020938
3229,19,1057201,1292800,1020940
3283,9,1113322,3287,1020968
3286,10,1118975,1292874,1020968
3328,4,1120648,3331,1021008
3346,15,1077666,1293118,1021003
3348,66,1201086,1292920,1021000
3350,71,1201086,1292921,1021000
3354,76,1201086,1292922,1021000
3356,81,1201086,1292923,1021000
3358,86,1032747,1292924,1021000
3362,91,1032747,1292925,1021000
3367,96,1032747,1292926,1021000
3373,101,1032747,1292927,1021000
3375,4,1196681,3382,1021010
3384,106,1166536,1292928,1021000
3390,111,1166536,1292929,1021000
3392,14,1077666,1293120,1240629
3394,116,1166536,1292930,1021000
3397,121,1166536,1292931,1021000
3399,126,1045868,1292932,1021000
3405,131,1045868,1292933,1021000
3407,136,1045868,1292934,1021000
3409,141,1045868,1292935,1021000
3411,146,1235696,1292936,1021000
3413,151,1235696,1292937,1021000
3415,156,1235696,1292938,1021000
3419,161,1235696,1292939,1021000
3435,186,1169373,1292945,1021000
3437,191,1169373,1292946,1021000
3439,196,1169373,1292947,1021000
3441,201,1169373,1292948,1021000
3450,206,1105449,1292949,1021000
3456,211,1105449,1292950,1021000
3458,216,1105449,1292951,1021000
3460,5,1196681,3465,1021023
3467,221,1105449,1292952,1021000
3473,226,1209877,1292953,1021000
3475,231,1209877,1292954,1021000
3480,236,1209877,1292955,1021000
3486,241,1209877,1292956,1021000
3490,246,1093972,1292957,1021000
3494,251,1093972,1292958,1021000
3505,256,1093972,1292959,1021000
3507,261,1093972,1292960,1021000
3509,266,1166925,1292961,1021000
3515,271,1166925,1292962,1021000
3523,276,1166925,1292963,1021000
3525,281,1166925,1292964,1021000
3561,11,1064450,3567,1021052
3572,5,1113305,3576,1021049
3575,7,1138770,1293259,1021049
3579,14,1138781,1293266,1021049
3613,456,1222591,1293007,1021000
3649,564,1222591,1293008,1021000
3659,6,1200626,1293323,1021098
3682,31,1146779,1293316,1021088
3745,34,1077666,1293388,1240641
3776,1,1021175,1293435,1240646
3785,2,1021175,1293441,1021164
3788,11,1200934,1293439,1021160
3795,3,1021175,1293443,1021166
3800,4,1021175,1293445,1021169
3805,5,1143222,1293450,1021175
3819,14,1200934,1293475,1240647
3821,7,1058435,1293470,1240648
3829,8,1200934,1293486,1240649
3837,11,1200934,1293503,1240654
3841,8,1200934,1293526,1240660
3843,11,1200934,1293538,1240663
3849,8,1200934,1293552,1240665
3851,8,1200934,1293564,1240666
3856,8,1200934,1293579,1240670
3861,8,1200934,1293589,1240671
3876,8,1200934,1293603,1240672
3883,2,1124883,1293618,1240679
3928,26,1153254,3941,1021213
3954,5,1057201,1293686,1021231
3963,5,1057201,1293705,1021233
3968,3,1021251,1293726,1021245
3973,5,1031834,1293731,1021251
4018,4,1057956,1293812,1021308
4151,6,1098141,1293970,1021397
4222,4,1111667,1294068,1240708
4251,1,1044721,1294160,1240710
4268,4,1115332,1294190,1021478
4272,11,1236516,1294180,1021482
4277,20,1236518,1294176,1021482
4290,12,1123867,4295,1021491
4303,13,1057201,1294207,1021499
4325,4,1147836,1294221,1021509
4430,28,1057201,1294433,1021525
4446,46,1057201,1294435,1021525
4454,54,1042815,1294436,1021525
4507,139,1057201,1294438,1021525
4519,91,1155805,1294413,1021554
4539,161,1057201,1294440,1021525
4564,205,1057201,1294441,1021525
4566,213,1042815,1294442,1021525
4594,3,1026007,4597,1021575
4596,4,1158497,1294584,1021575
4598,6,1199528,1294572,1021557
4608,326,1057201,1294444,1021525
4618,29,1217023,1294574,1021557
4623,3,1026009,4626,1021579
4625,4,1158497,1294594,1021579
4629,3,1026015,4634,1021583
4633,4,1158497,1294598,1021583
4635,4,1026007,4638,1021587
4637,5,1158514,1294603,1021587
4640,71,1021681,1294575,1021557
4646,4,1026009,4650,1021590
4649,5,1158514,1294627,1021590
4670,98,1021681,1294576,1021557
4684,34,1191348,1294647,1021593
4711,53,1057201,1294648,1021593
4713,6,1021617,4720,1021607
4725,19,1021617,4728,1021607
4745,6,1142513,4771,1021617
4756,5,1021625,4760,1021623
4761,39,1158323,1294882,1021617
4763,2,1169016,1294912,1240733
4765,43,1158320,1294883,1021617
4770,48,1193591,1294884,1021617
4778,53,1193591,1294885,1021617
4782,8,1225378,1294928,1021634
4789,3,1021628,1294935,1021638
4804,2,1021628,1294938,1021641
4822,24,1154524,1294967,1240735
4829,56,1154524,1294957,1240735
4834,3,1193591,1294978,1240737
4841,2,1125758,1294985,1021652
4843,3,1125767,1295001,1021656
4848,2,1125797,1295007,1021661
4878,2,1222857,1295065,1021681
4886,3,1222869,1295075,1021683
4889,2,1222872,1295088,1021686
4891,6,1077666,1295090,1240748
4900,5,1225214,1295098,1021691
4903,9,1077666,1295104,1021696
4910,4,1225214,1295106,1021700
4912,14,1226851,4920,1021688
4922,4,1021700,1295112,1021704
4933,15,1155805,1295122,1021707
4965,29,1095370,1295130,1240750
4967,34,1057201,1295077,1021679
4991,2,1225219,1295168,1021711
4997,16,1109537,5001,1240759
5002,24,1109794,5005,1240759
5006,32,1122254,5011,1240759
5016,42,1034220,1295185,1240759
5034,7,1021715,1295282,1021727
5048,7,1021715,1295285,1021730
5063,30,1158320,5067,1021723
5077,5,1027051,1295294,1021737
5091,4,1199528,1295338,1021745
5093,18,1152290,5099,1021739
5096,10,1199528,1295337,1021745
5100,17,1026168,5106,1021745
5107,30,1155805,1295336,1021745
5167,20,1057201,1295416,1021755
5344,11,1057201,1295534,1021768
5372,11,1057201,1295584,1021774
5395,23,1077661,1295586,1240796
5397,19,1171864,1295593,1021776
5399,21,1185039,5402,1021776
5410,5,1205062,1295618,1021779
5430,60,1191350,1295632,1240802
5436,23,1238917,1295683,1021781
5444,55,1155805,1295658,1240803
5505,5,1214385,1295714,1021807
5522,2,1036253,1295737,1021819
5559,3,1158597,1295748,1021823
5587,4,1188478,1295763,1021830
5609,47,1155805,1295774,1240810
5630,6,1188442,1295811,1021845
5651,9,1021845,1295850,1021854
5657,23,1142470,1295817,1240815
5665,3,1207045,1295870,1021859
5684,18,1155805,1295913,1021863
5686,24,1155988,5694,1021861
5689,22,1142470,1295880,1240819
5703,44,1226540,1295893,1021861
5710,26,1155805,1295914,1021863
5718,7,1237287,1295949,1021878
5735,41,1155805,1295916,1021863
5787,17,1068061,1296054,1021893
5789,10,1057201,1296032,1021882
5797,33,1117581,5803,1021882
5807,40,1155805,1296020,1240830
5818,53,1226540,1296036,1021882
5820,66,1155805,1296031,1240830
5822,75,1155815,1296034,1240830
5828,90,1155805,1296037,1240830
5876,16,1212384,1296090,1021905
5996,25,1171854,6094,1021926
6073,3,1083370,6076,1021960
6086,19,1043984,6089,1021960
6121,4,1157133,6135,1021970
6150,2,1021993,1296433,1021991
6191,18,1206152,6205,1021970
6194,107,1020012,1296227,1021926
6202,2,1191348,1296472,1240876
6246,7,1077666,1296476,1240877
6272,58,1168491,1296455,1021993
6274,5,1094061,6282,1022000
6287,84,1029849,1296457,1021993
6321,5,1097910,1296509,1022008
6350,22,1057201,1296515,1240879
6359,12,1057201,1296523,1240880
6387,25,1159487,1296559,1022004
6405,52,1077663,1296563,1022004
6411,2,1222620,1296585,1022070
6430,2,1022083,1296609,1022079
6454,10,1135309,1296634,1240887
6495,8,1152775,1296681,1240890
6502,4,1022140,6522,1022100
6517,22,1159487,1296674,1022074
6521,15,1155805,1296676,1022100
6546,4,1022140,6560,1022113
6559,15,1155805,1296732,1022113
6568,21,1171237,1296737,1240891
6586,5,1158497,1296752,1022117
6596,9,1158514,1296753,1022117
6600,10,1226540,1296757,1240894
6604,8,1044705,6610,1022123
6611,6,1023807,1296779,1240895
6613,13,1152775,1296770,1022119
6650,38,1233485,1296792,1022121
6661,21,1216641,6674,1022119
6686,36,1202381,6699,1022125
6861,31,1168491,1296919,1022198
6907,58,1168491,1296916,1022198
6951,86,1117037,1296954,1240908
6959,91,1117037,1296955,1240908
6964,96,1117037,1296956,1240908
6971,102,1117037,1296957,1240908
6976,106,1117037,1296958,1240908
6979,2,1191348,1297016,1240914
6981,111,1117037,1296959,1240908
6988,2,1044732,1297032,1240915
7109,54,1033294,7223,1022152
7153,11,1222857,1297121,1240916
7155,3,1199647,1297124,1022235
7159,82,1206955,1297068,1022222
7163,104,1207040,1297030,1022152
7181,152,1026689,7191,1022152
7188,7,1124883,1297169,1022242
7201,18,1206955,1297141,1240923
7203,24,1102012,1297147,1240923
7209,30,1102012,1297146,1240923
7213,34,1115758,1297145,1240923
7234,5,1124883,1297230,1022257
7248,19,1071246,1297268,1022246
7272,49,1207045,1297254,1022238
7284,65,1202057,1297250,1022238
7292,7,1228118,1297388,1022261
7300,13,1131449,1297387,1022261
7304,19,1114453,1297386,1022261
7309,25,1026168,1297384,1022261
7312,31,1196136,1297383,1022261
7313,97,1222857,1297261,1022238
7322,110,1230847,7328,1022238
7341,42,1061498,1297381,1022261
7344,5,1124883,1297441,1022267
7385,6,1072230,1297451,1022271
7392,6,1124883,1297466,1022274
7436,6,1097910,1297492,1022276
7478,1,1234754,1297545,1240932
7493,1,1039213,1297561,1240936
7503,9,1078351,7514,1240939
7536,4,1025842,1297625,1022298
7543,4,1050056,1297627,1022303
7547,4,1160278,1297629,1022309
7551,4,1080776,1297633,1022312
7561,18,1029214,7565,1022306
7578,6,1127991,7586,1022317
7593,3,1131802,1297670,1022324
7633,89,1150546,1297706,1240940
7814,20,1105565,7822,1022329
7823,10,1030645,1297974,1240969
7832,48,1226024,7840,1022329
7881,112,1166512,7885,1022329
7883,116,1112840,7946,1022329
7898,2,1191348,1298020,1240977
7917,137,1071246,1297911,1022329
7995,4,1233269,1298115,1240983
8147,143,1026689,8153,1022438
8180,3,1234187,1298236,1022447
8183,15,1211309,1298245,1022455
8204,2,1124883,1298302,1240995
8206,5,1124883,1298305,1022462
8262,267,1110880,1298433,1240992
8290,68,1083916,8293,1022474
8296,73,1202381,1298637,1022474
8299,78,1202381,1298638,1022474
8302,91,1202381,1298639,1022474
8305,7,1188749,1298666,1022479
8309,100,1202381,1298640,1022474
8317,18,1124888,1298667,1022479
8329,320,1155815,1298434,1240992
8334,15,1083916,1298671,1022481
8339,3,1187187,1298674,1022483
8353,29,1083916,1298669,1022481
8375,8,1191350,1298933,1022486
8433,2,1154522,1299778,1022494
8439,3,1154524,1299795,1022496
8504,66,1158597,1299946,1022523
8516,80,1158597,1299948,1022523
8533,28,1022533,1300218,1022541
8540,31,1223062,1300222,1022541
8545,99,1158597,1299951,1022523
8564,242,1110880,1300156,1241006
8580,293,1155811,1300157,1241006
8594,28,1022526,1300434,1022545
8606,31,1223062,1300435,1022545
8633,44,1072230,1300459,1022549
8641,2,1169725,1300825,1022554
8695,57,1223062,1301022,1022558
8700,61,1021715,1301023,1022558
8703,66,1022537,1301024,1022558
8706,70,1022526,1301025,1022558
8711,7,1225717,8713,1022570
8785,13,1223062,1301259,1022590
8799,27,1223062,1301265,1022590
8848,17,1223062,1301365,1022613
8865,7,1223062,1301416,1022622
8883,30,1223062,1301411,1022622
8892,2,1191348,1301489,1241040
8963,83,1110390,1301501,1022628
8965,90,1110390,1301503,1022628
8967,95,1172281,8978,1022628
9040,2,1082750,1301759,1241060
9043,5,1125184,1301778,1022656
9054,4,1082767,1301849,1022677
9057,9,1140272,1301842,1022665
9068,2,1191348,1301900,1022683
9076,20,1166925,1301856,1022665
9080,24,1235696,1301857,1022665
9082,28,1166925,1301858,1022665
9084,32,1235696,1301859,1022665
9086,36,1235696,1301860,1022665
9088,40,1166925,1301861,1022665
9090,8,1132019,1301925,1022690
9092,3,1117037,1301927,1241075
9097,9,1117037,1301928,1241075
9102,13,1105562,9112,1022690
9105,14,1117037,1301929,1241075
9108,19,1117037,1301930,1241075
9113,48,1020465,1301862,1022665
9115,23,1117037,1301931,1241075
9124,5,1143616,1301937,1022692
9132,56,1020465,1301863,1022665
9150,5,1022714,1301948,1022708
9161,5,1096324,9169,1241079
9163,4,1022714,1301964,1022710
9170,64,1020465,1301864,1022665
9183,72,1020465,1301866,1022665
9192,36,1077661,1301953,1241079
9194,41,1096324,9197,1241079
9210,56,1096324,9213,1241079
9214,63,1099814,1301951,1241079
9216,80,1020465,1301868,1022665
9219,2,1082750,1301976,1241080
9228,88,1020465,1301871,1022665
9231,5,1202369,1301980,1022719
9239,96,1020465,1301872,1022665
9256,104,1020465,1301875,1022665
9266,112,1020465,1301878,1022665
9285,4,1082767,1302000,1022776
9289,120,1020465,1301880,1022665
9353,3,1236343,1302217,1022797
9360,9,1081680,9366,1022790
9362,9,1140506,1302188,1022785
9394,6,1140521,1302465,1022802
9431,4,1049830,1302500,1241084
9433,3,1020021,1302501,1241085
9438,16,1191348,1302506,1241085
9455,5,1022783,1302531,1241087
9457,1,1234754,1302544,1241089
9463,8,1139823,1302548,1022816
9473,6,1140991,1302555,1022826
9478,2,1022830,1302609,1022833
9485,2,1226574,1302621,1241097
9487,12,1222857,1302611,1022835
9501,11,1201563,1302656,1022847
9513,12,1201563,1302697,1022858
9525,8,1201563,1302716,1022862
9533,7,1201086,1302730,1241119
9535,11,1215259,1302729,1241119
9545,9,1169373,1302754,1241125
9565,12,1124885,1302789,1241126
9590,7,1046108,1302882,1241132
9605,14,1141082,1302890,1241134
9629,17,1125945,1302909,1022878
9746,17,1038134,1302976,1022891
9755,21,1177728,1302979,1022891
9838,17,1021887,1303119,1022918
9840,123,1063539,1302982,1022891
9869,12,1207045,1303139,1241151
9881,4,1057201,1303170,1022929
9883,9,1173580,9886,1022929
9892,5,1057201,1303183,1022937
9897,10,1173580,9904,1022937
9908,3,1094768,1303200,1022940
9915,4,1057201,1303208,1022942
9922,9,1173578,9929,1022942
9945,7,1133992,1303320,1241158
9952,4,1057201,1303325,1022952
9954,11,1173578,9957,1022952
9977,2,1191348,1303340,1241160
10006,153,1063539,10013,1022935
10018,10,1207045,1303347,1241165
10045,10,1207045,1303366,1241166
10051,1,1044732,1303372,1241167
10079,10,1197426,1303379,1022972
10098,8,1096189,1303430,1022980
10118,8,1096189,1303450,1022983
10176,15,1022983,1303467,1241170
10189,2,1168491,1303479,1022991
10197,117,1061275,1303398,1022978
10206,79,1038134,1303399,1022975
10208,11,1022983,1303482,1022993
10214,83,1177728,1303400,1022975
10223,9,1022983,1303501,1241175
10237,9,1219402,1303557,1241178
10247,4,1143616,1303586,1241183
10296,23,1098130,1303617,1023059
10308,26,1094699,1303624,1023059
10312,9,1038134,1303663,1023015
10314,13,1177728,1303664,1023015
10326,29,1155975,1303632,1023015
10333,3,1071757,1303796,1023072
10348,1,1023072,1303807,1241190
10353,6,1023072,1303808,1241190
10356,56,1022665,1303635,1023015
10374,20,1208789,1303804,1023075
10376,61,1186993,1303636,1023015
10391,80,1238963,10394,1023015
10407,12,1057201,1303823,1023087
10409,90,1058829,10412,1023015
10416,97,1184140,10419,1023015
10435,108,1173749,10438,1023015
10446,17,1057201,1303851,1023091
10513,31,1124883,1303873,1241201
10522,19,1061790,1303881,1023104
10526,208,1045107,10533,1023015
10535,37,1168493,1303883,1023104
10543,219,1191905,10548,1023015
10553,226,1048427,10555,1023015
10565,238,1191905,10567,1023015
10573,243,1048427,10575,1023015
10581,9,1124885,1303896,1241203
10602,9,1124885,1303908,1241205
10615,3,1208588,1303914,1023126
10639,7,1083916,10645,1241206
10644,9,1026009,10647,1241206
10679,36,1083916,10686,1241206
10685,38,1026009,10690,1241206
10762,2,1165836,1304003,1023172
10766,3,1189958,1304011,1023177
10770,2,1189958,1304032,1023180
10774,7,1071246,1303998,1023165
10785,26,1077666,1303999,1023165
10787,5,1201086,1304080,1023193
10789,10,1201086,1304079,1023193
10792,15,1201086,1304078,1023193
10795,20,1032747,1304077,1023193
10796,25,1201086,1304076,1023193
10797,4,1191350,1304089,1241230
10799,30,1201086,1304075,1023193
10800,35,1166536,1304074,1023193
10801,40,1045868,1304073,1023193
10802,43,1235696,1304072,1023193
10809,5,1169373,1304124,1023201
10811,10,1169373,1304123,1023201
10814,15,1169373,1304122,1023201
10815,20,1105449,1304121,1023201
10816,25,1169373,1304120,1023201
10817,30,1169373,1304119,1023201
10818,35,1209877,1304118,1023201
10819,40,1093972,1304117,1023201
10822,43,1166925,1304116,1023201
10827,1,1217900,1304142,1241236
10831,2,1217900,1304147,1023206
10835,2,1217902,1304149,1023208
10839,2,1217906,1304152,1023210
10845,2,1217910,1304161,1023214
10855,2,1217919,1304174,1023218
10857,4,1217932,1304185,1023222
10859,2,1217938,1304190,1023224
10861,2,1217940,1304192,1023228
10865,10,1038134,1304182,1241240
10870,2,1217942,1304195,1023230
10872,14,1177728,1304183,1241240
10874,3,1071757,1304197,1023232
10877,3,1217944,1304200,1023235
10880,1,1023232,1304206,1241244
10883,6,1023232,1304207,1241244
10886,11,1023232,1304208,1241244
10895,11,1124883,1304218,1023243
10905,5,1058667,1304239,1241255
10908,3,1217947,1304240,1023240
10913,5,1217952,1304250,1023250
10918,5,1217962,1304255,1023255
10925,5,1217969,1304261,1023260
10927,4,1217969,1304268,1023262
10929,4,1217973,1304271,1023264
10931,4,1217978,1304274,1023266
10933,4,1217988,1304277,1023268
10935,6,1217992,1304286,1023275
10939,1,1023270,1304288,1241259
10944,4,1218000,1304292,1023279
10946,8,1023270,1304289,1241259
10951,6,1218002,1304295,1023281
10955,15,1023270,1304290,1241259
10960,4,1218006,1304298,1023285
10962,4,1218010,1304314,1023287
10964,4,1218018,1304345,1023289
10966,4,1218048,1304348,1023291
10971,58,1071071,10975,1241253
10976,4,1218024,1304351,1023293
10983,4,1218038,1304357,1023298
10987,12,1023327,1304354,1023295
10994,4,1218040,1304360,1023300
10997,100,1038150,1304319,1241253
11000,5,1218042,1304365,1023305
11005,104,1177728,1304320,1241253
11007,11,1023327,1304364,1023302
11010,4,1218057,1304369,1023308
11012,6,1218059,1304372,1023313
11021,5,1149777,1304375,1023310
11023,3,1218068,1304383,1023319
11026,8,1149765,1304376,1023310
11027,3,1218068,1304388,1023324
11030,2,1021197,1304397,1023336
11033,7,1218074,1304394,1023331
11042,6,1218084,1304411,1023338
11048,5,1218084,1304415,1023344
11051,5,1218087,1304419,1023349
