3150503,3,1289945,1289944,3043698,1240499
3150504,11,1289947,1289944,3043698,1240499
3150505,1,1289961,1289960,3043752,1240500
3150506,7,1289959,1289954,3043764,1240501
3150507,8,1289957,1289954,3043762,1240501
3150508,20,1289963,1289962,3043707,1020202
3150509,22,771,1289962,3043699,1020202
3150510,23,1289966,1289962,3043703,1020202
3150511,26,1289967,1289962,3043703,1020202
3150512,28,1289968,1289962,3043704,1020202
3150513,45,1289971,1289962,3043702,1020202
3150514,48,1289978,1289962,3043702,1020202
3150515,52,1289980,1289962,3043702,1020202
3150516,2,1290017,1290016,3043783,1020209
3150517,59,795,1289962,3043698,1020202
3150518,67,797,1289962,3043698,1020202
3150519,2,1290024,1290023,3043750,1020218
3150520,72,804,1289962,3043698,1020202
3150521,3,1290031,1290030,3043764,1020222
3150522,7,1290033,1290030,3043762,1020222
3150523,10,808,1290030,3043768,1020222
3150524,1,1290066,1290065,3043798,1240504
3150525,1,1290069,1290068,3043800,1240505
3150526,1,1290072,1290071,3043802,1240506
3150527,1,1290078,1290077,3043804,1240507
3150528,16,1290049,1290047,3043768,1240502
3150529,185,913,1289962,3043699,1020202
3150530,186,1289964,1289962,3043699,1020202
3150531,6,923,1290118,3043814,1020246
3150532,4,1290137,1290136,3043816,1020249
3150533,23,1290139,1290136,3043818,1020249
3150534,21,1290146,1290144,3043764,1020257
3150535,25,1290172,1290144,3043764,1020257
3150536,28,1290180,1290144,3043762,1020257
3150537,1,1290185,1290184,3043810,1240511
3150538,3,1290186,1290184,3043810,1240511
3150539,31,1290183,1290144,3043764,1020257
3150540,32,1290181,1290144,3043762,1020257
3150541,38,1290174,1290144,3043764,1020257
3150542,42,959,1290144,3043764,1020257
3150543,44,961,1290144,3043764,1020257
3150544,46,1290176,1290144,3043762,1020257
3150545,50,1290178,1290144,3043762,1020257
3150546,55,1290166,1290144,3043764,1020257
3150547,59,1290169,1290144,3043764,1020257
3150548,65,1290150,1290144,3043762,1020257
3150549,67,1290151,1290144,3043764,1020257
3150550,70,1290161,1290144,3043762,1020257
3150551,75,965,1290144,3043764,1020257
3150552,79,971,1290144,3043764,1020257
3150553,81,1290164,1290144,3043762,1020257
3150554,86,975,1290144,3043764,1020257
3150555,87,976,1290144,3043764,1020257
3150556,89,1290154,1290144,3043762,1020257
3150557,92,1290155,1290144,3043764,1020257
3150558,94,1290158,1290144,3043764,1020257
3150559,98,1290159,1290144,3043762,1020257
3150560,4,982,1290255,3043808,1020263
3150561,64,1290223,1290222,3043702,1020259
3150562,67,1290231,1290222,3043702,1020259
3150563,73,1012,1290222,3043702,1020259
3150564,74,1290233,1290222,3043707,1020259
3150565,79,1018,1290222,3043703,1020259
3150566,80,1290234,1290222,3043707,1020259
3150567,2,1290260,1290259,3043810,1020265
3150568,85,1034,1290222,3043704,1020259
3150569,5,1290262,1290261,3043768,1020267
3150570,86,1290235,1290222,3043707,1020259
3150571,94,1290236,1290222,3043707,1020259
3150572,96,1290226,1290222,3043703,1020259
3150573,100,1290227,1290222,3043704,1020259
3150574,105,1290230,1290222,3043702,1020259
3150575,116,1290229,1290222,3043702,1020259
3150576,3,1290276,1290275,3043810,1020271
3150577,1,1290304,1290303,3043810,1240519
3150578,1,1290307,1290306,3043812,1240520
3150579,1,1290312,1290311,3043808,1240521
3150580,1,1290330,1290329,3043827,1240523
3150581,17,1290316,1290315,3043776,1020287
3150582,19,1290320,1290315,3043776,1020287
3150583,22,1290317,1290315,3043778,1020287
3150584,24,1290319,1290315,3043778,1020287
3150585,1,1290333,1290332,3043825,1240524
3150586,2,1290347,1290343,3043764,1020301
3150587,7,1290349,1290343,3043762,1020301
3150588,9,1290356,1290343,3043764,1020301
3150589,10,1290354,1290343,3043762,1020301
3150590,14,1290359,1290343,3043762,1020301
3150591,18,1290351,1290343,3043762,1020301
3150592,28,1290352,1290343,3043764,1020301
3150593,3,1172,1290413,3043764,1020308
3150594,4,1173,1290413,3043762,1020308
3150595,38,1176,1290394,3043698,1020274
3150596,7,1290420,1290412,3043768,1020308
3150597,8,1178,1290413,3043768,1020308
3150598,41,1180,1290394,3043698,1020274
3150599,44,1182,1290394,3043698,1020274
3150600,47,1184,1290394,3043698,1020274
3150601,50,1186,1290394,3043698,1020274
3150602,54,1189,1290394,3043698,1020274
3150603,62,1195,1290394,3043698,1020274
3150604,66,1198,1290394,3043698,1020274
3150605,70,1201,1290394,3043698,1020274
3150606,74,1204,1290394,3043698,1020274
3150607,78,1207,1290394,3043698,1020274
3150608,86,1211,1290394,3043698,1020274
3150609,90,1214,1290394,3043698,1020274
3150610,94,1217,1290394,3043698,1020274
3150611,98,1220,1290394,3043698,1020274
3150612,102,1223,1290394,3043698,1020274
3150613,112,1232,1290394,3043698,1020274
3150614,118,1236,1290394,3043698,1020274
3150615,124,1240,1290394,3043698,1020274
3150616,130,1244,1290394,3043698,1020274
3150617,140,1249,1290394,3043698,1020274
3150618,146,1253,1290394,3043698,1020274
3150619,152,1257,1290394,3043698,1020274
3150620,158,1261,1290394,3043698,1020274
3150621,168,1266,1290394,3043698,1020274
3150622,174,1270,1290394,3043698,1020274
3150623,180,1274,1290394,3043698,1020274
3150624,186,1278,1290394,3043698,1020274
3150625,196,1282,1290394,3043698,1020274
3150626,201,1286,1290394,3043698,1020274
3150627,206,1290,1290394,3043698,1020274
3150628,2,1290428,1290427,3043764,1240526
3150629,7,1290429,1290427,3043768,1240526
3150630,1,1290448,1290447,3043762,1240528
3150631,10,1317,1290446,3043839,1020322
3150632,12,1290450,1290446,3043839,1020322
3150633,20,1339,1290456,3043698,1020332
3150634,26,1344,1290456,3043698,1020332
3150635,2,1290474,1290471,3043764,1020337
3150636,2,1290482,1290478,3043764,1020344
3150637,2,1290492,1290491,3043863,1020346
3150638,4,1290495,1290491,3043865,1020346
3150639,5,1290496,1290495,3043867,1020346
3150640,8,1290493,1290491,3043865,1020346
3150641,9,1290494,1290493,3043867,1020346
3150642,2,1290541,1290540,3043764,1020359
3150643,8,1397,1290540,3043764,1020359
3150644,9,1401,1290540,3043762,1020359
3150645,2,1290597,1290596,3043767,1020365
3150646,4,1290601,1290596,3043767,1020365
3150647,119,1427,1290556,3043882,1020361
3150648,3,1290607,1290606,3043765,1020373
3150649,13,1290609,1290606,3043765,1020373
3150650,15,1290612,1290606,3043765,1020373
3150651,18,1290613,1290606,3043765,1020373
3150652,4,1290649,1290647,3043762,1020376
3150653,9,1290650,1290647,3043764,1020376
3150654,53,1290667,1290647,3043767,1020376
3150655,57,1290670,1290647,3043764,1020376
3150656,63,1290663,1290647,3043767,1020376
3150657,72,1290659,1290647,3043764,1020376
3150658,80,1290655,1290647,3043767,1020376
3150659,4,1290741,1530,3043883,1020385
3150660,86,1290656,1290647,3043764,1020376
3150661,87,1290657,1290647,3043767,1020376
3150662,17,1290747,1290746,3043812,1020385
3150663,18,1290748,1530,3043887,1020385
3150664,28,1522,1290751,3043818,1020385
3150665,45,1290743,1530,3043889,1020385
3150666,52,1531,1290760,3043808,1020385
3150667,53,1532,1290759,3043816,1020385
3150668,2,1290784,1290783,3043894,1020395
3150669,1,1290789,1290787,3043902,1240539
3150670,2,1290792,1290789,3043889,1240539
3150671,10,1290791,1290785,3043897,1020397
3150672,1,1290927,1290924,3043897,1240542
3150673,1,1290905,1290903,3043902,1240541
3150674,2,1290909,1290905,3043889,1240541
3150675,12,1290926,1290879,3043883,1020399
3150676,1,1290947,1290946,3043899,1240543
3150677,1,1290953,1290952,3043895,1240544
3150678,4,1290798,1290796,3043762,1020387
3150679,8,1290799,1290796,3043764,1020387
3150680,30,1290843,1290796,3043767,1020387
3150681,34,1290845,1290796,3043764,1020387
3150682,36,1290846,1290796,3043767,1020387
3150683,42,1290840,1290796,3043767,1020387
3150684,46,1290841,1290796,3043764,1020387
3150685,57,1290836,1290796,3043767,1020387
3150686,62,1290838,1290796,3043767,1020387
3150687,68,1290834,1290796,3043767,1020387
3150688,83,1290829,1290796,3043767,1020387
3150689,87,1290831,1290796,3043764,1020387
3150690,89,1290832,1290796,3043767,1020387
3150691,95,1290826,1290796,3043767,1020387
3150692,99,1290827,1290796,3043764,1020387
3150693,115,1290807,1290796,3043767,1020387
3150694,122,1290802,1290796,3043767,1020387
3150695,128,1290804,1290796,3043764,1020387
3150696,139,1290822,1290796,3043767,1020387
3150697,143,1290824,1290796,3043764,1020387
3150698,157,1290818,1290796,3043764,1020387
3150699,168,1290815,1290796,3043767,1020387
3150700,6,1290963,1572,3043897,1020402
3150701,178,1290813,1290796,3043764,1020387
3150702,186,1290810,1290796,3043764,1020387
3150703,273,1290856,1290796,3043767,1020387
3150704,278,1290858,1290796,3043764,1020387
3150705,279,1290859,1290796,3043767,1020387
3150706,24,1290967,1572,3043897,1020402
3150707,2,1290975,1290974,3043897,1020413
3150708,7,1583,1290974,3043897,1020413
3150709,11,1290977,1290974,3043899,1020413
3150710,4,1290982,1290980,3043762,1020409
3150711,8,1290983,1290980,3043764,1020409
3150712,29,1291020,1290980,3043764,1020409
3150713,3,1291107,1598,3043921,1020418
3150714,43,1291014,1290980,3043767,1020409
3150715,47,1291016,1290980,3043764,1020409
3150716,58,1290994,1290980,3043767,1020409
3150717,6,1600,1608,3043922,1020420
3150718,62,1290996,1290980,3043764,1020409
3150719,69,1290991,1290980,3043767,1020409
3150720,80,1290986,1290980,3043767,1020409
3150721,7,1601,1608,3043923,1020420
3150722,84,1290988,1290980,3043764,1020409
3150723,95,1291012,1290980,3043764,1020409
3150724,102,1291009,1290980,3043767,1020409
3150725,113,1291006,1290980,3043764,1020409
3150726,130,1291001,1290980,3043767,1020409
3150727,134,1291003,1290980,3043764,1020409
3150728,142,1290998,1290980,3043764,1020409
3150729,5,1611,1619,3043922,1020425
3150730,6,1612,1619,3043923,1020425
3150731,243,1291028,1290980,3043767,1020409
3150732,248,1291030,1290980,3043764,1020409
3150733,249,1291031,1290980,3043767,1020409
3150734,2,1291180,1291178,3043906,1020404
3150735,2,1291117,1291116,3043924,1020423
3150736,7,1291126,1291115,3043925,1020429
3150737,3,1291119,1291117,3043927,1020423
3150738,8,1291123,1291115,3043929,1020429
3150739,4,1291118,1291116,3043931,1020423
3150740,3,1638,1291179,3043933,1020404
3150741,4,1639,1291179,3043935,1020404
3150742,14,1291128,1291116,3043912,1020423
3150743,15,1291125,1291116,3043939,1020423
3150744,13,1291186,1291185,3043906,1020443
3150745,2,1291203,1291202,3043906,1020445
3150746,2,1291208,1291207,3043906,1020447
3150747,2,1291213,1291212,3043906,1020449
3150748,11,1291134,1291115,3043941,1020429
3150749,2,1291218,1291217,3043906,1020451
3150750,12,1291131,1291115,3043943,1020429
3150751,1,1291231,1291230,3043776,1240548
3150752,3,1291234,1291230,3043778,1240548
3150753,2,1291225,1291224,3043924,1020453
3150754,3,1291227,1291225,3043927,1020453
3150755,4,1291226,1291224,3043931,1020453
3150756,3,1291239,1291233,3043906,1020455
3150757,10,1691,1291224,3043912,1020453
3150758,11,1692,1291224,3043939,1020453
3150759,29,1291149,1624,3043944,1020429
3150760,30,1291148,1625,3043922,1020429
3150761,32,1291152,1624,3043946,1020429
3150762,33,1291151,1625,3043923,1020429
3150763,3,1291248,1291247,3043906,1020458
3150764,1,1291279,1291278,3043945,1240550
3150765,40,1291155,1291115,3043916,1020429
3150766,2,1291284,1291283,3043906,1020463
3150767,44,1291164,1291115,3043910,1020429
3150768,48,1291158,1291115,3043914,1020429
3150769,3,1291293,1291292,3043906,1020468
3150770,5,1291251,1727,3043764,1240549
3150771,7,1291252,1727,3043762,1240549
3150772,10,1291258,1727,3043762,1240549
3150773,14,1291269,1727,3043762,1240549
3150774,17,1291262,1727,3043764,1240549
3150775,1,1291299,1291298,3043906,1240552
3150776,27,1291261,1727,3043764,1240549
3150777,1,1291303,1291302,3043910,1240553
3150778,1,1291306,1291305,3043906,1240554
3150779,35,1291255,1727,3043768,1240549
3150780,40,1725,1727,3043768,1240549
3150781,2,1291310,1291308,3043910,1020470
3150782,1,1291315,1291314,3043914,1240555
3150783,1,1291319,1291318,3043906,1240556
3150784,3,1291320,1291318,3043906,1240556
3150785,45,1291256,1727,3043778,1240549
3150786,47,1291257,1727,3043778,1240549
3150787,51,1731,1727,3043764,1240549
3150788,52,1732,1727,3043762,1240549
3150789,1,1291324,1291323,3043916,1240558
3150790,2,1291334,1291331,3043916,1020472
3150791,12,1291340,1765,3043776,1020479
3150792,14,1291346,1765,3043776,1020479
3150793,18,1291341,1765,3043778,1020479
3150794,20,1291345,1765,3043778,1020479
3150795,23,1291342,1765,3043768,1020479
3150796,4,1291361,1291359,3043925,1020488
3150797,6,1291363,1291359,3043941,1020488
3150798,8,1291364,1291359,3043917,1020488
3150799,10,1291365,1291359,3043919,1020488
3150800,35,1762,1765,3043768,1020479
3150801,18,1291379,1291359,3043957,1020488
3150802,24,1291367,1291359,3043941,1020488
3150803,26,1291368,1291359,3043914,1020488
3150804,28,1291370,1291359,3043925,1020488
3150805,2,1291394,1291393,3043947,1020500
3150806,34,1291384,1291359,3043957,1020488
3150807,36,1291373,1291359,3043916,1020488
3150808,38,1291374,1291359,3043910,1020488
3150809,19,1291396,1795,3043778,1020502
3150810,21,1291403,1795,3043778,1020502
3150811,24,1291397,1795,3043776,1020502
3150812,26,1291402,1795,3043776,1020502
3150813,29,1291398,1795,3043768,1020502
3150814,7,1789,1291412,3043947,1020507
3150815,42,1793,1795,3043768,1020502
3150816,1,1291418,1291417,3043947,1240561
3150817,6,1291439,1291438,3043925,1020509
3150818,8,1291441,1291438,3043941,1020509
3150819,11,1291443,1291438,3043917,1020509
3150820,14,1291446,1291438,3043919,1020509
3150821,22,1291468,1291438,3043957,1020509
3150822,30,1291451,1291438,3043941,1020509
3150823,32,1291453,1291438,3043914,1020509
3150824,34,1291455,1291438,3043925,1020509
3150825,50,1291475,1291438,3043957,1020509
3150826,53,1291459,1291438,3043916,1020509
3150827,55,1291461,1291438,3043910,1020509
3150828,83,1291467,1291438,3043957,1020509
3150829,88,1291464,1291438,3043914,1020509
3150830,3,1843,1291510,3043947,1020547
3150831,7,1291514,1291513,3043925,1020540
3150832,9,1291516,1291513,3043941,1020540
3150833,12,1291517,1291513,3043917,1020540
3150834,15,1291520,1291513,3043919,1020540
3150835,23,1291537,1291513,3043914,1020540
3150836,28,1291522,1291513,3043941,1020540
3150837,30,1291523,1291513,3043914,1020540
3150838,32,1291525,1291513,3043925,1020540
3150839,35,1291530,1291513,3043910,1020540
3150840,39,1291533,1291513,3043914,1020540
3150841,41,1291536,1291513,3043916,1020540
3150842,12,1291552,1869,3043776,1020530
3150843,14,1291559,1869,3043776,1020530
3150844,17,1291553,1869,3043778,1020530
3150845,19,1291558,1869,3043778,1020530
3150846,22,1291554,1869,3043768,1020530
3150847,34,1867,1869,3043768,1020530
3150848,56,1291534,1291513,3043916,1020540
3150849,61,1291535,1291513,3043914,1020540
3150850,6,1291618,1291617,3043925,1020570
3150851,8,1291620,1291617,3043941,1020570
3150852,54,1291590,1291588,3044014,1020563
3150853,11,1291622,1291617,3043917,1020570
3150854,14,1291625,1291617,3043919,1020570
3150855,22,1291642,1291617,3043957,1020570
3150856,23,1291641,1291617,3043914,1020570
3150857,29,1291627,1291617,3043941,1020570
3150858,31,1291628,1291617,3043914,1020570
3150859,33,1291630,1291617,3043925,1020570
3150860,49,1291649,1291617,3043957,1020570
3150861,52,1291633,1291617,3043916,1020570
3150862,54,1291635,1291617,3043910,1020570
3150863,68,1949,1291588,3044014,1020563
3150864,82,1291640,1291617,3043957,1020570
3150865,87,1291637,1291617,3043914,1020570
3150866,1,1291683,1291682,3044018,1240570
3150867,3,1291687,1291682,3044019,1240570
3150868,4,1291695,1291694,3043925,1020580
3150869,6,1291697,1291694,3043941,1020580
3150870,8,1291698,1291694,3043917,1020580
3150871,10,1291699,1291694,3043919,1020580
3150872,4,1291689,1291687,3044020,1240570
3150873,18,1291703,1291694,3043941,1020580
3150874,5,1291688,1291682,3044022,1240570
3150875,20,1291704,1291694,3043914,1020580
3150876,22,1291706,1291694,3043925,1020580
3150877,9,1291684,1291682,3044019,1240570
3150878,10,1291686,1291684,3044020,1240570
3150879,11,1291685,1291682,3044022,1240570
3150880,28,1291710,1291694,3043957,1020580
3150881,30,1291711,1291694,3043916,1020580
3150882,32,1291712,1291694,3043910,1020580
3150883,20,1291692,1291682,3044023,1240570
3150884,25,1993,1291682,3044023,1240570
3150885,10,1291746,1291745,3043925,1020587
3150886,12,1291747,1291745,3043941,1020587
3150887,15,1291748,1291745,3043917,1020587
3150888,18,1291750,1291745,3043919,1020587
3150889,2,1291768,1291767,3044024,1020604
3150890,2,1291771,1291770,3044024,1020611
3150891,2,1291775,1291774,3044024,1020623
3150892,6,1291778,1291777,3043925,1020617
3150893,8,1291780,1291777,3043941,1020617
3150894,11,1291782,1291777,3043917,1020617
3150895,14,1291785,1291777,3043919,1020617
3150896,22,1291789,1291777,3043941,1020617
3150897,24,1291790,1291777,3043914,1020617
3150898,26,1291792,1291777,3043925,1020617
3150899,42,1291796,1291777,3043957,1020617
3150900,45,1291797,1291777,3043916,1020617
