1020893,3395494,3395495,1008209,1012380,3395496,7
1020901,3395489,3395267,1008186,1013360,3395498,2
1020904,2293036,3395499,1008186,1006422,3395500,3
1020908,2279192,3395504,1008210,2335379,3395505,2
1020911,2279192,1009477,1008211,2335379,3395510,1
1020913,3395511,3395512,1008208,1018100,3395513,4
1020918,2279192,1008511,1008212,2335379,3395516,1
1020920,2279192,3395517,1008214,2335379,3395518,2
1020923,2293036,3395519,1008186,1006422,3395520,2
1020926,3395511,3395522,1008208,1008208,3395523,2
1020929,3395524,1008215,1008214,1006402,3395525,1
1020931,2283979,3395526,1008186,1006315,3395527,2
1020934,2277735,1006342,1008208,1007084,3395528,1
1020936,2278900,1006318,1008214,1006402,2320668,1
1020938,3395529,1007231,1008186,1006315,3395530,1
1020940,3395531,1006772,1008200,2335379,3395532,1
1020942,3395533,1007231,1008186,1006338,3395377,1
1020944,3395533,3395479,1008186,1006338,3395534,2
1020947,3395535,1013750,1008200,1019100,3395536,1
1020949,3395537,3395479,1008186,1006438,3395538,2
1020952,3395539,1008208,1008208,1006402,3395540,1
1020954,3395537,1007231,1008186,1006438,3395541,1
1020956,2279192,3395542,1008062,2335379,3395543,5
1020962,2278764,3395544,1008186,1007231,3395545,3
1020966,3395546,1013750,1008200,1006360,3395547,1
1020968,2278764,3395548,1008186,1007231,3395549,4
1020973,3395553,1013750,1008200,1006362,3395554,1
1020975,2302488,3395427,1008062,2335379,3395555,2
1020978,3395559,1014562,1008217,1006707,3395560,1
1020980,2278764,3395561,1008186,1007231,3395562,3
1020984,3395563,1006312,1006369,1006402,2355028,1
1020986,3395564,3395565,1008186,1007231,3395566,3
1020990,2278157,3395567,1008200,1006318,3395568,3
1020994,3395569,1006312,1006369,1006402,2355028,1
1020996,3395564,3395570,1008186,1007231,3395571,4
1021000,3395572,1018101,1006369,1006369,3395573,1
1021003,2277030,3395574,1008217,1006318,3395575,4
1021008,2403312,1007231,1008186,1019100,3395576,1
1021010,3395577,3395578,1008186,1019100,3395579,3
1021014,2533272,1008511,1008218,1008142,3395580,1
1021016,3395582,3395583,1008218,2335379,3395584,3
1021020,3395577,3395585,1008186,1019100,3395586,2
1021023,3395587,3395588,1008186,1019100,3395589,4
1021028,2533981,3395590,1008218,2335379,3395591,6
1021035,2279192,1006727,1008220,2335379,3395592,1
1021037,2316069,1006312,1008220,1006727,2544928,1
1021039,2279192,3395594,1007991,2335379,3395595,3
1021043,2307835,3395596,1007991,2335379,3395597,2
1021046,2284524,3395479,1008186,1019100,3395598,2
1021049,3091705,3395599,1007991,2335379,3395600,2
1021052,3395601,3395602,1008186,1019100,3395603,2
1021055,3395604,3395605,1008200,1006422,3395606,5
1021061,3395607,1013045,1008186,1019100,3395608,1
1021063,3395610,3395611,1008200,2335379,3395612,4
1021068,3395613,3395614,1008200,1006318,3395615,4
1021073,3395616,1006312,1008200,1006362,3395617,1
1021075,2284524,1007231,1008186,1019100,3395576,1
1021077,3395618,1006312,1008200,1006360,3395619,1
1021079,3395620,1006342,1008200,1006402,3395621,1
1021081,3395622,1010619,1008186,2335379,3395623,1
1021083,3395624,1010990,1008186,1007231,3395625,1
1021085,3395626,3395627,1008186,1006402,3395628,2
1021088,3395629,3395630,1008200,1019572,3395631,7
1021096,3395632,1010990,1008186,1007231,3395625,1
1021098,3395633,1018713,1008186,2335379,3395634,1
1021100,3395636,1006318,1007991,1006402,2320668,1
1021102,3395637,1006312,1008200,1006364,3395638,1
1021104,3395639,1006312,1008200,1006364,3395638,1
1021106,3395640,3395641,1008200,1006707,3395642,4
1021111,3395643,1006643,1007991,1006402,3395644,1
1021113,2279192,3395646,1008222,2335379,3395647,2
1021116,3395395,1006318,1007991,1006318,2320259,1
1021118,3395648,3395649,1008222,1006501,3395650,5
1021124,3395651,3395652,1008200,1006707,3395653,3
1021128,3395656,3395657,1007991,1006402,3395658,2
1021131,3395659,1006643,1007991,1006402,3395644,1
1021133,3395648,3395661,1008222,1006501,3395662,5
1021139,2280320,3395657,1007991,2335379,2320341,2
1021142,3395663,1006643,1007991,2335379,3395664,1
1021144,3395665,1006318,1007991,2335379,3395064,1
1021146,3395666,3395667,1008225,1019722,3395668,2
1021149,3395669,1007427,1007991,2335379,3395670,1
1021151,3395666,3395657,1008225,1006318,3395671,2
1021154,2279192,1006470,1008226,2335379,3395672,1
1021156,3395673,1006315,1008226,2335379,3395477,1
1021158,3395669,1006643,1007991,2335379,3395664,1
1021160,3395673,3395481,1008226,2335379,3395482,3
1021164,2279192,1006338,1008223,2335379,2280293,1
1021166,2279192,3394805,1008223,2335379,2544907,2
1021169,2279192,3395436,1008223,2335379,3395675,3
1021173,3395676,1006643,1007991,2335379,3395664,1
1021175,2279192,3395677,1008223,2335379,3395678,4
1021180,3395679,1006312,1008226,1006312,2303343,1
1021182,2440690,1006312,1007991,1006845,3395691,1
1021184,3395693,1006312,1007991,1006312,2303343,1
1021186,3395694,1006312,1007991,1006983,3395695,1
1021188,3395701,1006983,1007991,1006312,3395702,1
1021190,3395704,1292887,1006369,2335379,3395705,1
1021192,2371748,1014417,1007991,2335379,2502807,1
1021194,3395708,3395165,1008223,2335379,3395166,2
1021197,2279192,3395709,1006369,2335379,3395710,2
1021200,2371754,1013788,1007991,2335379,2502841,1
1021202,2369412,1291329,1006369,2335379,3395238,1
1021204,3395713,3395165,1008223,2335379,3395166,2
1021207,3395255,1013259,1006369,1006312,3395256,1
1021209,2283104,1006338,1008223,2335379,2280293,1
1021211,3395725,1006338,1008223,2335379,2280293,1
1021213,3394787,3394788,1008227,2335379,3394789,3
1021217,2279192,1007084,1008228,2335379,3395727,1
1021219,3395728,3395436,1008223,2335379,3395675,3
1021223,3395729,3395436,1008223,2335379,3395675,3
1021227,3091705,1016035,1006369,2335379,3395260,1
1021229,2278900,1006318,1006369,1006402,2320668,1
1021231,3395733,1006312,1008223,2335379,2291882,1
1021233,3395735,1006312,1008223,2335379,2291882,1
1021235,2298747,1009338,1008229,1006422,3395736,1
1021237,3395276,3395277,1006369,2335379,3395278,2
1021240,3395739,3394805,1008223,1006458,3395740,2
1021243,3395741,1013259,1006369,1006312,3395256,1
1021245,2279192,3395742,1008230,2335379,3395743,2
1021248,2374272,3394805,1008223,1006458,3395740,2
1021251,2279192,3395744,1008230,2335379,3395745,3
1021255,3395746,1006312,1006369,2335379,2291882,1
1021257,3395747,1006398,1006369,2335379,3395748,1
1021259,3395149,1015986,1008230,2335379,3395150,1
1021261,3395749,3395750,1008229,2335379,3395751,6
1021268,2381361,3395752,1008229,2335379,3395753,5
1021274,2278892,1006402,1006369,1006338,3395433,1
1021276,2278892,1010515,1006369,1006338,3395282,1
1021278,3395754,3395750,1008229,2335379,3395751,6
1021285,3395757,3395752,1008229,2335379,3395753,5
1021291,3395758,3395759,1008229,2335379,3395760,8
1021300,3395761,3395762,1008229,2335379,3395763,7
1021308,2279192,3395764,1008232,2335379,3395765,3
1021312,3395766,3395184,1008231,1006315,3395767,2
1021315,3395768,3395750,1008229,2335379,3395751,6
1021322,3395769,3395752,1008229,2335379,3395753,5
1021328,3395770,3394805,1008223,1006458,3395740,2
1021331,2374304,3394805,1008223,1006458,3395740,2
1021334,3395183,3395184,1008236,2335379,3395185,2
1021337,2298747,1011907,1008234,1006402,3395771,1
1021339,3395772,3395759,1008229,2335379,3395760,8
1021348,3395773,3395762,1008229,2335379,3395763,7
1021356,3395774,3395775,1008229,2335379,3395776,8
1021365,3395777,3395778,1008229,2335379,3395779,4
1021370,3395780,3395781,1008237,1006501,3395782,6
1021377,3395783,3395778,1008229,2335379,3395779,4
1021382,3395784,1011907,1008234,1006402,3395771,1
1021384,3395785,3395750,1008229,2335379,3395751,6
1021391,3395786,3395752,1008229,2335379,3395753,5
1021397,3395787,1006493,1008237,1006493,3395788,1
1021399,3395790,3395759,1008229,2335379,3395760,8
1021408,3395791,3395762,1008229,2335379,3395763,7
1021416,2371754,1013788,1008223,2335379,2502841,1
1021418,3395792,3395750,1008229,2335379,3395751,6
1021425,3395793,3395752,1008229,2335379,3395753,5
1021431,3395794,3395759,1008229,2335379,3395760,8
1021440,3395795,3395762,1008229,2335379,3395763,7
1021445,3395796,1011907,1008234,2335379,3395797,1
1021450,3395798,3395799,1008229,2335379,3395800,7
1021458,3395801,3395778,1008229,2335379,3395779,4
1021463,3395802,3395803,1008229,2335379,3395804,6
1021470,3395805,3395806,1008229,2335379,3395807,7
1021478,2279192,3395808,1008242,2335379,3395809,3
1021482,3395810,3395811,1008229,2335379,3395812,3
1021486,3395814,1011907,1008234,1006312,3395815,1
